pid|manufacturer|group|content|unit|pharmForm|genericProduct|salesIndex|category|campaignIndex|rrp
1184|89|20OH0|1|ST||0|53|217|A|20.69
1185|115|21OK3|450|G|PUL|0|53|218||31.85
1186|172|22OI3|30|ML|SAL|0|53|8||14.52
1187|172|22OI3|50|ML|CRE|0|53|29||17.33
1188|172|22OI3|50|ML|CRE|0|53|8||20.13
1189|78|20OI3|5|ST|PFL|0|53|12||2.05
1190|78|20OI3|5|ST||0|53|12||2.68
1191|306|22OI3|50|G|CRE|0|53|52||8.20
1192|83|22OI3|30|ML|CRE|0|53|219||31.35
1193|291|20OHG|180|G|TEE|0|53|80||7.74
1194|18|10IZ0F|120|ST|KTA|0|40|209||29.57
1195|294|21OIG|400|G|PUL|0|53|220||9.85
1196|294|21OKF|500|G|PUL|0|53|69||9.29
1197|37|22OJ|100|ML|SPR|0|53|123|A|13.02
1198|37|22OJ|100|ML|SPR|0|53|145|A|11.95
1199|12|21OKG|60|ST|KAP|0|53|3||17.58
1200|12|22OI3|150|ML|SAL|0|53|27||10.95
1201|181|14OZ2FOK|30|ST|HKP|0|40|113||9.37
1202|181|14OZ2FOK|100|ST|HKP|0|40|113||22.32
1203|83|22OI3|30|ML|EMU|0|53|54||31.35
1204|121|10OZ10OZ|12|ST|FTA|1|40|5||13.73
1205|275|22OI3|200|ML|GEL|0|53|221||12.21
1206|173|20OHG|1|ST||0|53|222||6.62
1207|307|22OIE|50|ML|LOE|0|53|221||12.82
1208|308|21OK2|50|G|PUL|0|53|5||0.64
1209|308|21OK2|100|ST|TAB|0|53|5||2.60
1210|309|1EOH20OZ|50|ST|TTR|0|53|99||40.06
1211|90|20OZ1|28|ST||0|53|79||13.50
1212|177|2FOI|20|ML|TRO|0|40|129||27.28
1213|166|1DOIF0ZO|10|ML|ATR|0|53|39||16.45
1214|50|1DOI40OZ|10|ML|ATR|0|40|137||4.90
1215|50|1DOI40OZ|3X10|ML|ATR|0|40|137||13.96
1216|50|1DOIF0ZO|3X10|ML|ATR|0|40|39||10.27
1217|111|1AOK02OH|50|ML|LOE|0|40|101||15.29
1218|310|20OH3|10|ST|IFS|0|53|||146.56
1219|1|2G|2X10X5|ML|AMP|0|44|||34.93
1220|155|22OI3|30|ML|CRE|0|53|54||28.00
1221|155|22OI3|200|ML|MIL|0|53|||26.35
1222|155|22OI3|50|ML|CRE|0|53|54||30.75
1223|171|22OI3|100|ML|OEL|0|53|8||14.25
1224|141|19OS28OQ|30|ST|DRA|0|52|9||13.57
1225|141|19OS28OQ|60|ST|DRA|0|52|9||25.78
1226|311|20OI2|1|ST||0|53|217||8.67
1227|311|20OI2|1|ST||0|53|12||15.36
1228|311|20OI2|1|ST||0|53|217||21.44
1229|295|2FOI|100|ML|TRO|0|40|23||25.19
1230|177|2FOI|20|ML|TRO|0|40|||27.28
1231|312|18OZ0FIO|100|G|CRE|0|52|25||15.35
1232|6|22OI3|5|ML|STI|0|53|6||11.55
1233|177|2FOI|20|ML|TRO|0|40|23||13.73
1234|177|2FOI|20|ML|TRO|0|40|23||27.28
1235|313|22OI5|75|ML|CRE|0|53|||3.39
1236|17|2FOI|30|ML|TRO|0|40|17||10.96
1237|17|2FOI|100|ML|TRO|0|40|17||30.59
1238|60|2FOZ|100|ML|SIR|0|40|18|B|11.97
1239|60|22OZ1|50|ML|GEL|0|53|223||4.35
1240|60|22OZ1|75|ML|GEL|0|53|36||4.68
1241|60|22OZ1|75|ML|ZPA|0|53|36||4.68
1242|60|22OZ1|75|ML|ZPA|0|53|36||4.68
1243|60|22OZ1|50|ML|MUW|0|53|196||7.98
1244|124|2FOI|150|ST|TAB|0|40|3||14.78
1245|124|2FOI|250|ST|TAB|0|40|23||19.84
1246|17|2FOI|10|ST|AMP|0|40|81||33.15
1247|84|10OK0F|20|ML|FLU|0|40|48||11.50
1248|84|10OK0F|50|ML|FLU|0|40|48||22.44
1249|281|19OS2F|40|ST|DRA|0|52|9||4.39
1250|281|19OS2F|80|ST|DRA|0|52|9||7.69
1251|189|21OS1|20|ST|FBE|0|52|80||4.24
1252|189|21OS1|20|ST|FBE|0|52|101||4.24
1253|90|20OI2|1|ST|BIN|0|53|||5.51
1254|90|20OI2|1|ST|BIN|0|53|12||7.26
1255|90|20OI2|1|ST|BIN|0|53|12||9.14
1256|90|20OI2|1|ST|BIN|0|53|||13.53
1257|79|22OZ2|40|G|CRE|0|53|169||3.29
1258|200|1DOIF0ZO|10|ML|ATR|0|53|39||6.56
1259|314|2FOI|50|ML|TRO|0|40|||21.81
1260|69|13OQ00|1|ST||0|53|||10.75
1261|18|19OJ0FZS|30|ST|FTA|0|40|208||18.58
1262|18|19OJ0FZS|60|ST|FTA|0|40|208||33.39
1263|106|21OS1|60|G|TEE|0|52|80||5.49
1264|18|1COS21OI|40|ST|BTA|1|40|18|B|21.99
1265|60|2FOZ|20|ML|TRO|0|40|213|B|11.32
1266|60|2FOZ|50|ML|TRO|0|40|213||20.42
1267|1|2FOI|80|ST|TAB|0|40|213||10.89
1268|281|10OI03II|30|ST|PAS|0|52|138|B|6.59
1269|315|20OHG|4|ST||0|53|224||1.87
1270|316|22OI3|30|ML|CRE|0|53|8||5.58
1271|316|22OI3|100|ML|CRE|0|53|8||15.03
1272|316|22OI3|500|ML|CRE|0|53|8||45.60
1273|316|22OI3|100|ML|FET|0|53|8||15.03
1274|316|22OI3|30|ML|SAL|0|53|8||5.58
1275|316|22OI3|100|ML|SAL|0|53|8||15.03
1276|316|22OI3|500|ML|SAL|0|53|8||45.60
1277|161|2FOI|10X1|ML|AMP|0|40|||18.81
1278|211|20OH0|1|ST|BAN|0|53|||12.54
1279|317|20OH9|2|ST||0|53|225||20.35
1280|317|20OH9|2|ST||0|53|225||20.35
1281|318|22OZ0|1|P||0|53|142||9.89
1282|255|2FOI|50|ML|TRO|0|40|193||19.01
1283|103|20OH3|100|ST||0|53|144||37.98
1284|288|20OIF|1|ST||0|53|12||14.53
1285|288|20OIF|1|ST||0|53|12||22.13
1286|159|2FOZ|1|ST|FLA|0|53|14||0.75
1287|159|2FOZ|1|ST|FLA|0|53|14||0.85
1288|159|2FOZ|1|ST|FLA|0|53|14||1.42
1289|159|2FOZ|1|ST|FLA|0|53|14||0.29
1290|159|2FOZ|1|ST|FLA|0|53|14||0.33
1291|159|2FOZ|1|ST|FLA|0|53|14||0.34
1292|159|2FOZ|1|ST|FLA|0|53|14||0.41
1293|159|2FOZ|1|ST|FLA|0|53|14||0.56
1294|159|2FOZ|1|ST||0|53|||0.80
1295|159|2FOZ|1|ST||0|53|||0.80
1296|159|2FOZ|1|ST||0|53|14||1.81
1297|159|2FOZ|1|ST||0|53|14||0.28
1298|159|2FOZ|1|ST||0|53|14||0.34
1299|159|2FOZ|1|ST||0|53|14||0.41
1300|101|12OIEF|480|ST|KAP|0|52|59||15.68
1301|101|12OIEF|270|ST|KAP|0|52|59||9.89
1302|61|21OS0|100|G|TEE|0|53|80||3.63
1303|181|12OS2F|100|ST|FTA|0|40|4||39.91
1304|272|14OZ2FOH|100|ST|KAP|0|40|61||18.54
1305|18|13OI02|25|G|PST|0|40|72||6.33
1306|18|13OI02|50|G|PST|0|40|72||10.93
1307|131|18OI0F|100|ST|FTA|0|40|27||32.96
1308|238|22OI7|120|G|XPK|0|53|40||7.69
1309|319|22OK1|1|ST||0|53|117||5.97
1310|184|20OZ2|18|ST||0|53|79||25.74
1311|302|20OI3|12|ST|PFL|0|53|||3.03
1312|173|22OI3|1|P|SAL|0|53|150||5.58
1313|320|21OK3|90|ST|KAP|0|53|151||25.25
1314|192|22OZG|85|G|GEL|0|53|||6.05
1315|255|2FOI|100|ML|TRO|0|40|193||26.79
1316|321|22OIF|200|ML|SHA|0|53|||11.38
1317|219|22OI5|50|ML|BAL|0|53|4||5.61
1318|322|2FOI|150|ST|TAB|0|40|226||10.89
1319|322|2FOI|150|ST|TAB|0|40|226||10.89
1320|322|2FOI|150|ST|TAB|0|40|226||10.89
1321|322|2FOI|150|ST|TAB|0|40|226||10.89
1322|322|2FOI|150|ST|TAB|0|40|226||10.89
1323|322|2FOI|150|ST|TAB|0|40|226||10.89
1324|322|2FOI|150|ST|TAB|0|40|226||10.89
1325|322|2FOI|150|ST|TAB|0|40|226||10.89
1326|322|2FOI|150|ST|TAB|0|40|226||10.89
1327|322|2FOI|150|ST|TAB|0|40|226||10.89
1328|322|2FOI|150|ST|TAB|0|40|226||10.89
1329|322|2FOI|150|ST|TAB|0|40|226||10.89
1330|322|2FOI|150|ST|TAB|0|40|226||10.89
1331|322|2FOI|150|ST|TAB|0|40|226||10.89
1332|322|2FOI|150|ST|TAB|0|40|226||10.89
1333|322|2FOI|150|ST|TAB|0|40|226||10.89
1334|322|2FOI|150|ST|TAB|0|40|226||10.89
1335|322|2FOI|150|ST|TAB|0|40|226||10.89
1336|322|2FOI|150|ST|TAB|0|40|226||10.89
1337|322|2FOI|150|ST|TAB|0|40|226||10.89
1338|322|2FOI|150|ST|TAB|0|40|226||10.89
1339|322|2FOI|150|ST|TAB|0|40|226||10.89
1340|322|2FOI|150|ST|TAB|0|40|226||10.89
1341|322|2FOI|150|ST|TAB|0|40|226||10.89
1342|322|2FOI|150|ST|TAB|0|40|226||10.89
1343|322|2FOI|150|ST|TAB|0|40|226||10.89
1344|322|2FOI|150|ST|TAB|0|40|226||10.89
1345|322|2FOI|150|ST|TAB|0|40|226||10.89
1346|322|2FOI|150|ST|TAB|0|40|226||10.89
1347|322|2FOI|80|ST|TAB|0|40|174||4.35
1348|1|2FOI|10|G|GLO|0|40|200||9.85
1349|1|2FOI|10|G|GLO|0|40|200||9.85
1350|1|2FOI|10|G|GLO|0|40|200||9.85
1351|310|20OH3|10|ST|IFS|0|53|||146.56
1352|1|2FOI|10|G|GLO|0|40|2||9.85
1353|1|2FOI|200|ST|Tab|0|40|||18.54
1354|322|2FOI|50|ML|FLU|0|40|226||14.74
1355|1|2FOI|50|ML|DIL|0|40|||18.54
1356|1|2FOI|80|ST|Tab|0|40|||10.89
1357|323|22OIF|150|ML|LOT|0|53|13||24.09
1358|61|21OS0|20|ST|FBE|0|53|80||4.24
1359|25|22OK2|1|ST||0|53|||1.18
1360|25|22OK2|1|ST||0|53|||1.18
1361|25|22OK2|1|ST||0|53|||1.18
1362|25|22OK2|1|ST||0|53|||1.18
1363|102|20OHK|52X2|ST|TTR|0|53|45||6.61
1364|50|1DOIF0ZO|2X15|ML|ATR|0|53|39||34.10
1365|155|13OZ0F|100|G|CRE|0|40|52||11.17
1366|155|13OZ02|100|G|SAL|0|40|52||11.17
1367|322|2FOI|50|ML|LOE|0|40|226||14.74
1368|324|21OKG|180|ST|KAP|0|53|||23.96
1369|325|10II50OS|100|ST|TAB|0|40|||29.68
1370|322|2FOI|50|ML|LOE|0|40|226||14.74
1371|177|2FOI|20|ML|TRO|0|40|||27.28
1372|177|2FOI|20|ML|TRO|0|40|23||27.28
1373|110|21OK3|50|ST|KAP|0|53|57||23.54
1374|110|21OK3|100|ST|KAP|0|53|57||37.84
1375|322|2FOI|150|ST|TAB|0|40|226||13.59
1376|18|21OK3|20|ST|BEU|0|53|151||9.78
1377|4|10IK0|100|ST|WKA|0|52|102||48.90
1378|264|22OJ|50|ML|LOT|0|53|145||12.04
1379|155|22OI3|5|ML|STI|0|53|6||10.56
1380|32|22OZ0|3|ST|ZBU|0|53|162||17.59
1381|326|22OI3|15|ML|CRE|0|53|135||29.70
1382|225|21OJ0|60|G|PAS|0|53|26||5.45
1383|225|21OJ0|60|G|PAS|0|53|26||5.45
1384|184|20OZ2|4X18|ST||0|53|79||102.92
1385|184|20OZ2|18|ST||0|53|79||28.80
1386|24|13OX04OZ|25|G|SAL|0|40|121||4.49
1387|24|13OX04OZ|100|G|SAL|0|40|52||10.64
1388|327|21OK3|60|ST|KAP|0|53|61||28.55
1389|328|1COS21OI|20|ST|BTA|1|40|101|B|3.84
1390|328|1COS21OI|6|ST|BTA|1|40|18|B|3.16
1391|328|1COS21OI|10|ST|BTA|1|40|18|B|4.39
1392|328|1COS21OI|20|ST|BTA|1|40|18|B|8.77
1393|140|21OKG|120|ST|KAP|0|53|227||34.54
1394|82|1COS21OJ|50|ML|TEI|1|40|18|B|3.04
1395|82|1COS21OJ|100|ML|TEI|1|40|18|B|5.09
1396|82|1COS21OJ|100|ML|LSE|1|40|101|B|2.68
1397|82|1COS21OJ|250|ML|LSE|1|40|101|B|5.43
1398|329|19OS28OQ|90|ST|FTA|0|52|9||6.44
1399|225|22OJ|100|ML|SPR|0|53|145|A|7.69
1400|330|20OHG|4|ST|BEU|0|53|||10.45
1401|331|10OJ01OJ|30|G|TEE|0|40|73||2.42
1402|332|21OKG|100|ST|KAP|0|53|||16.73
1403|196|21OIG|120|ST|KAP|0|53|115||53.63
1404|19|1DOIF0ZO|30X0.5|ML|ATR|0|40|39||7.96
1405|264|22OJ|100|ML|SPR|0|53|194||15.35
1406|102|13II|30|ML|KON|0|40|90||5.45
1407|102|13II|100|ML|KON|0|40|90||12.08
1408|102|13II|1000|ML|KON|0|40|90||71.39
1409|102|13II|20|G|SAL|0|40|90||5.71
1410|102|13II|100|G|SAL|0|40|90||15.94
1411|98|22OI3|50|ML|CRE|0|53|210||8.75
1412|98|22OI3|500|ML|CRE|0|53|95||27.45
1413|333|20OZ2|2X28|ST||0|53|104||91.49
1414|159|21OJ0|40|ST|PAS|0|53|26||1.54
1415|138|22OIE|10|ML||0|53|||10.45
1416|256|21OKF|90|ST|KAP|0|53|69||39.31
1417|250|21OKF|30|ST|TAB|0|53|57||20.89
1418|103|20OH3|100X1|ML||0|53|87||18.64
1419|103|20OH3|50|ML||0|53|||1.63
1420|103|20OH3|50|ML||0|53|87||1.97
1421|103|20OH5|50|ML||0|53|87||1.63
1422|103|20OH5|50|ML||0|53|87||2.78
1423|103|20OH3|50|ML||0|53|87||1.08
1424|229|22OI3|30|ML|CRE|0|53|117||1.47
1425|127|20OI0|100|ST|KOM|0|53|158||11.40
1426|176|19OZ1ESI|24|ST|HKP|0|40|66|B|13.17
1427|182|2FOI|1X80|ST|TAB|0|40|||10.18
1428|182|2FOI|1X80|ST|TAB|0|40|2||10.18
1429|182|2FOI|1X80|ST|TAB|0|40|23||16.01
1430|182|2FOI|3X80|ST|TAB|0|40|23||40.15
1431|334|10IK0|30|ST|KAP|0|40|22||15.49
1432|334|10IK0|150|ST|KAP|0|40|22||49.49
1433|335|21OK2|300|G|PUL|0|53|228||21.95
1434|60|2FOZ|20|ML|OEL|0|40|||12.35
1435|60|2FOZ|50|ML|OEL|0|40|||21.79
1436|125|21OK3|120|ST|KAP|0|53|229||61.44
1437|19|10II50OS|40|ST|TAB|0|40|75||23.12
1438|19|10II50OS|120|ST|TAB|0|40|75||59.05
1439|240|10OS10OK|60|ST|HKP|0|40|44||20.79
1440|336|22OIG|1|ST||0|53|12||3.35
1441|177|2FOI|20|ML|TRO|0|40|129||27.28
1442|177|2FOI|20|ML|TRO|0|40|23||27.28
1443|337|21OK0|120|ST|KAP|0|53|||21.93
1444|281|10OJ01OJ|240|ML|INS|0|40|73||11.44
1445|176|10IZ0F|20|ST|KTA|0|40|125||6.77
1446|176|10IZ0F|50|ST|KTA|0|40|125||14.61
1447|227|10IZ2F|100|G|PUL|0|52|230||4.73
1448|177|2FOI|20|ML|TRO|0|40|||13.73
1449|338|21OIG|90|ST|KAP|0|53|115||54.89
1450|338|21OIG|270|ST|KAP|0|53|||143.00
1451|15|20OH5|1|ST||0|53|14||8.25
1452|198|2FOI|50|ML|TRO|0|40|153||14.63
1453|198|2FOI|50|ML|TRO|0|40|153||14.63
1454|198|2FOI|100|ST|TAB|0|40|153||11.44
1455|198|2FOI|100|ST|TAB|0|40|153||11.44
1456|339|20OZ0|1|ST|Beu|0|53|||13.60
1457|340|1EOH2F|1|ST|TES|0|53|51||10.21
1458|190|2FOI|50|ML|TRO|0|40|23||12.76
1459|163|20OHG|1|ST||0|53|64||15.91
1460|41|22OI3|50|ML|SPR|0|53|135||3.25
1461|105|18OI0EOI|10|ST|FTA|1|40|206||7.93
1462|105|18OI0EOI|20|ST|FTA|1|40|206||11.24
1463|37|21OK4|47|ML|FLU|0|52|213||4.72
1464|37|21OK4|95|ML|FLU|0|52|213||7.69
1465|37|21OK4|155|ML|FLU|0|52|208||10.88
1466|37|21OK4|235|ML|FLU|0|52|211||16.27
1467|37|21OK4|475|ML|FLU|0|52|208||30.79
1468|37|21OK4|950|ML|FLU|0|52|213||53.89
1469|341|22OI3|30|G|CRE|0|53|8||9.35
1470|341|22OI3|50|G|CRE|0|53|8||15.02
1471|341|22OI3|100|G|CRE|0|53|8||26.57
1472|102|1COSF|40|G|CRE|0|40|157|B|7.59
1473|20|21OJ1|40|ST|PAS|0|53|138|B|5.49
1474|52|22OIF|100|ML|SHA|0|53|60||15.68
1475|71|10II40OI|50|ML|ILO|0|40|23||16.07
1476|342|20OHG|1|ST||0|53|||13.14
1477|238|21OKG|100|ST|KAP|0|53|3||13.94
1478|103|20OH3|50|ML||0|53|87||1.29
1479|343|1EOH20OZ|50|ST|TTR|0|53|99||29.69
1480|81|21OKG|60|ST|KAP|0|53|||18.54
1481|344|21OIG|60|ST|KAP|0|53|||54.78
1482|324|21OKG|60|ST|KAP|0|53|||13.66
1483|112|2FOI|100|ST|TAB|0|40|208||21.71
1484|112|2FOI|100|ST|TAB|0|40|22||21.71
1485|49|21OK2|120|ST|KAP|0|53|||29.65
1486|193|21OS1|20X3|G|FBE|0|52|90||3.41
1487|193|14OH1F|20X3|G|FBE|0|40|80||3.80
1488|127|20OI2|1|ST|BIN|0|53|155||12.25
1489|345|21OK3|30|ST|KAP|0|53|3||18.64
1490|89|13OZ0F|3|ST|PFL|0|52|20|A|5.53
1491|89|22OI5|20|ST||0|53|12||5.57
1492|37|2FOI|30|ST|TAB|0|40|23||8.14
1493|122|22OIE|100|ML|CRE|0|53|84||9.24
1494|346|24OI|20|ST||0|53|231||13.42
1495|346|24OI|20|ST||0|53|231||13.42
1496|181|2FOI|50|ML|TRO|0|40|88||42.25
1497|181|2FOI|100|ST|TAB|0|40|88||42.25
1498|181|2FOI|200|ST|TAB|0|40|88||65.10
1499|339|20OH5|100|ST|HAS|0|53|189||2.37
1500|238|21OKG|60|ST|KAP|0|53|3||15.03
1501|21|22OI5|6|ST|PFL|0|53|20||6.22
1502|74|2FOI|30|ML|TRO|0|40|232||8.07
1503|244|21OS1|20|ST|FBE|0|52|212|B|4.90
1504|83|13OZ0EOI|3|ML||0|53|221||21.89
1505|347|1DOIF0ZO|50|ML|LOE|0|53|156||2.74
1506|89|22OI4|4.8|G|STI|0|53|78||3.85
1507|348|21OKG|60|ST|DRA|0|53|3||14.97
1508|348|21OKG|120|ST|DRA|0|53|233||25.33
1509|348|21OKG|500|ST|DRA|0|53|233||77.66
1510|348|21OKG|1000|ST|DRA|0|53|233||133.13
1511|348|21OK3|60|ST|KAP|0|53|28||16.34
1512|349|14OI03OI|100|ML|LOE|0|53|||20.34
1513|349|10OK0F|100|ML|TRO|0|52|||19.25
1514|197|2FOI|30|ML|TRO|0|40|147||9.87
1515|350|22OI3|50|ML|CRE|0|53|97|B|15.54
1516|111|1COS20OK|200|ML|LSE|0|40|116|B|8.68
1517|351|14OZ2FOK|60|ST|KAP|0|40|113||19.77
1518|351|14OZ2FOK|100|ST|KAP|0|40|113||27.47
1519|197|2FOI|100|ML|TRO|0|40|147||22.94
1520|197|2FOI|30|ML|TRO|0|40|147||9.87
1521|168|1COSF|100|ML|SIR|0|40|101|B|11.83
1522|197|2FOI|100|ML|TRO|0|40|147||22.94
1523|352|22OI3|1|ST|STI|0|53|6||10.73
1524|91|1COSF|60X2.5|ML|AMP|0|53|157||18.33
1525|37|22OJ|100|ML|GEL|0|53|145|A|13.02
1526|353|23|100|G|PST|0|53|234||7.36
1527|354|21OKG|60|ST|KAP|0|53|107||7.65
1528|355|21OIG|1000|G|PUL|0|53|||11.02
1529|140|21OKG|1000|ML|EXT|0|53|||40.20
1530|56|10IK0|750|ML|FLU|0|52|23||24.67
1531|7|13IO0FKO|100|ML|KON|0|40|24||14.51
1532|7|13IO0FKO|200|ML|KON|0|40|24||19.28
1533|7|13IO0FKO|400|ML|KON|0|40|24||31.34
1534|19|21OJ1|75|G|PAS|0|53|||1.75
1535|84|10OK0FIK|20|ST|KAP|0|53|11||6.34
1536|60|22OI3|200|ML|OEL|0|53|235||26.35
1537|65|14OI0FJJ|50|ML|VAL|0|40|7||10.96
1538|356|20OHG|1|ST||0|53|||5.95
1539|234|21OKF|90X2|G|PUL|0|53|230||83.55
1540|357|21OKG|75|ST|KAP|0|53|3||54.89
1541|102|1COSF|100|G|CRE|0|40|157|B|14.25
1542|209|10OJ01OZ|100|ST|LTA|0|40|73||12.08
1543|102|1COSF|100|G|CRE|0|40|157|B|17.49
1544|84|13OI02JO|1|ST|SAL|0|40|221||40.66
1545|208|2FOI|50|ML|TRO|0|40|23||14.96
1546|260|21OIG|60|ST|KAP|0|53|195||31.68
1547|358|22OIE|10|ML|FLU|0|53|15||7.81
1548|36|21OJ0|50|G|PAS|0|53|236||8.20
1549|359|22OI5|8|ST||0|53|20||3.11
1550|131|1COS21OZ|30|ML|TEI|1|40|18|B|5.78
1551|131|1COS21OZ|50|ML|TEI|1|40|18|B|6.57
1552|131|1COS21OZ|100|ML|TEI|1|40|18|B|7.83
1553|84|10OK0FIK|50|ST|KAP|0|53|11||12.46
1554|28|21OIG|280|ST|TAB|0|53|28||13.45
1555|84|10OK0FIK|100|ST|KTA|0|40|11||18.83
1556|180|22OIF|200|ML|SHA|0|53|||9.24
1557|360|22OZ1|15|ML|SPR|0|53|43||10.45
1558|6|22OI3|50|ML|CRE|0|53|29||29.15
1559|361|13OK0F|32|G|SAL|0|52|52||8.34
1560|361|13OK0F|62|G|SAL|0|52|52||11.83
1561|284|20OH5|100|ST||0|53|189||11.23
1562|284|20OH5|100|ST||0|53|189||11.23
1563|284|20OH5|100|ST||0|53|189||11.23
1564|105|18OI0EOI|50|ST|FTA|1|40|50||14.86
1565|350|22OI3|100|ML|CRE|0|53|8|B|22.52
1566|70|23|30|ML|GEL|0|53|||15.29
1567|4|19OZ1ESI|20|ST|TAB|0|40|50||8.77
1568|311|20OI3|1|ST|PFL|0|53|12||5.09
1569|311|20OI3|1|ST|PFL|0|53|12||8.40
1570|311|20OI3|1|ST|PFL|0|53|12||3.67
1571|311|20OI3|1|ST|PFL|0|53|12||5.51
1572|311|20OI3|1|ST|PFL|0|53|12||9.97
1573|311|20OI3|1|ST|PFL|0|53|12||4.75
1574|311|20OI3|1|ST|PFL|0|53|12||7.43
1575|311|20OI3|1|ST|PFL|0|53|12||4.12
1576|311|20OI3|1|ST|PFL|0|53|12||6.84
1577|311|20OI3|1|ST|PFL|0|53|12||12.29
1578|320|21OK3|40|ST|LUT|0|53|117||7.65
1579|28|21OK3|90|ST|KAP|0|53|||22.26
1580|13|22OIG|1|ST|TUE|0|53|||0.66
1581|90|1EOT0E|50|ML|LOE|0|53|121||2.40
1582|103|13OX0FOS|100|ST|TUP|0|53|158||4.31
1583|343|1EOT0G|2X3.75|ML|LOE|0|53|160||9.78
1584|90|20OZ2|56|ST||0|53|79||74.66
1585|90|20OZ2|56|ST||0|53|79||99.28
1586|362|2E|10X5|ML|LOE|0|53|||8.49
1587|318|22OZ1|400|ML|LOE|0|53|196||6.59
1588|311|20OI2|50|ST|BIN|0|53|12||42.55
1589|363|1COI0FIO|15|ML|NAS|0|53|35||6.77
1590|255|2FOI|100|ML|TRO|0|40|193||28.08
1591|255|2FOI|100|ML|TRO|0|40|193||27.35
1592|19|21OKG|90|ST|KAP|0|53|||14.32
1593|364|20OHG|1|ST||0|53|14||13.53
1594|288|20OI0|10|ST|KOM|0|53|158||12.01
1595|288|20OI0|10|ST|KOM|0|53|158||13.66
1596|121|21OKG|50|ST|UTA|0|53|91||4.94
1597|365|21OK2|25|ST|DRA|0|53|71||2.15
1598|279|21OS0|20|ST|FBE|0|53|80||4.26
1599|102|13II|250|ML|BAD|0|40|90||17.57
1600|102|13II|500|ML|BAD|0|40|90||27.47
1601|52|22OZ2|66|ST|TAB|0|53|169||4.72
1602|52|22OZ2|136|ST|TAB|0|53|169||6.15
1603|366|21OJ1|75|G|BON|0|53||B|3.19
1604|50|1DOIF0ZO|30X0.6|ML|AUG|0|40|39||13.85
1605|50|1DOIF0ZO|60X0.6|ML|AUG|0|40|39||23.08
1606|50|1DOIF0ZO|120X0.6|ML|AUG|0|40|39||38.29
1607|367|13II02KO|50|ML|LOE|0|40|60||18.49
1608|368|2FQQ|3|ST||0|53|79||8.73
1609|231|21OKG|150|ST|KAP|0|53|||21.89
1610|135|20OI0|100|ST|KOM|0|53|155||24.81
1611|90|20OZ2|14|ST||0|53|79||25.98
1612|90|20OZ2|14|ST||0|53|79||28.85
1613|90|20OZ2|14|ST||0|53|79||30.39
1614|90|20OZ2|14|ST||0|53|79||25.96
1615|90|20OZ2|14|ST||0|53|79||25.85
1616|90|20OZ2|14|ST||0|53|79||28.40
1617|90|20OZ2|14|ST||0|53|79||31.47
1618|294|21OIG|500|G|PUL|0|53|220||8.75
1619|123|10IZ22|10X10|ML|ILO|0|40|71||12.21
1620|367|13II02KO|50|G|GEL|0|40|60||15.76
1621|142|22OI4|4|G|STI|0|53|78||6.49
1622|60|22OIK|200|ML|BAD|0|53|76||13.48
1623|60|22OIK|100|ML|BAD|0|53|76||9.29
1624|60|22OIK|200|ML|BAD|0|53|76||13.48
1625|60|22OIK|200|ML|BAD|0|53|76||13.48
1626|60|22OIK|200|ML|BAD|0|53|76||13.48
1627|10|1COJ00OZ|10|ST|TAB|1|40|48||2.88
1628|110|10II40OI|20|ST|FTA|0|52|106||8.29
1629|110|10II40OI|50|ST|FTA|0|52|106||16.67
1630|110|10II40OI|100|ST|FTA|0|52|106||30.10
1631|110|10II40OI|50|ST|FTA|0|52|106||12.21
1632|110|10II40OI|100|ST|FTA|0|52|106||22.94
1633|24|10IZ22IO|20|ST|BTA|0|40|71||8.46
1634|24|10IZ22IO|40|ST|BTA|0|40|71||14.27
1635|10|14OH1|100|ML|LOE|0|40|131||10.45
1636|37|22OI3|150|ML|GEL|0|53|4||8.80
1637|25|20OHE|1|ST||0|53||B|7.16
1638|141|18OI0EOI|10|ST|WKA|1|40|204||6.53
1639|141|18OI0EOI|20|ST|WKA|1|40|204||10.25
1640|141|18OI0EOI|50|ST|WKA|1|40|204||21.41
1641|369|22OI3|30|ML|CRE|0|53|54||64.90
1642|105|18OI0EOZ|30|ST|TAB|1|40|50||15.94
1643|223|1DOIF0ZO|15|ML|ATR|0|53|39||9.29
1644|223|1DOIF0ZO|2X15|ML|ATR|0|53|39||17.22
1645|370|10OI01OQ|20|G|GEL|0|40|159||6.68
1646|370|10OI01OQ|40|G|GEL|0|40|159||10.97
1647|37|12IO0F|60|ST|DRA|0|52|59||14.30
1648|37|12IO0F|180|ST|DRA|0|52|59||34.65
1649|102|10IZ0F|50|ST|KTA|0|40|125||16.45
1650|102|10IZ0F|100|ST|KTA|0|40|125||23.06
1651|102|10IZ0F|100|ST|BTA|0|40|125||39.23
1652|371|2G|500|ML|SPR|0|44|21||53.12
1653|371|2G|3|ST|LOE|0|44|140|A|25.04
1654|371|2G|3|ST|LOE|0|44|140|A|28.60
1655|371|2G|3|ST|LOE|0|44|140||35.38
1656|371|2G|3|ST|LOE|0|44|21||23.86
1657|372|22OZ2|1|ST|ZBU|0|53|||7.69
1658|197|2FOI|30|ML|TRO|0|40|4||9.87
1659|197|2FOI|100|ML|TRO|0|40|4||22.94
1660|71|2FOI|50|ML|TRO|0|40|23||19.78
1661|71|2FOI|100|ML|TRO|0|40|23||29.68
